conversation_id,customer_message,conversation_context,gold_intent,should_escalate,escalation_reason,expected_response_points,severity,annotation_confidence,annotator_notes
1741852.0,"1. Dear [USER], Please don't allow YOUR branded delivery service to ruin your good logistic-savvy name.",,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1652908.0,[USER] i am having an issue with my Kindle device. Is this the right place to ask for help?,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2347761.0,It seems like [USER] Prime 2 day delivery is taking more like 5 these days\1 I'm paying $99 for what?,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
113774.0,[USER] hi I ordered something yesterday afternoon using amazon prime two day shipping when will it be here ?,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
669176.0,[USER] Will call later today,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2772433.0,11日に返品してまだ返金されないとか…(´・ω・`)#Amazon,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
382301.0,"[USER] My Prime membership is valid till 15th Nov, if i'll subscribe today will it be vaild till 15 nov 2018",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1161718.0,"[USER] bought Dirk gently season 2 pass, should be able to watch episode one now but says it's not available. What's going on?",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
56936.0,"[USER] I wont be able to phone until tomorrow, could i still then",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1217500.0,"[USER] Sì, hanno stornato l'importo Peccato che per riordinare solo quelli debba pagare le spese perché sotto i 50€. E il corriere è stato pessimo.",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
534956.0,"[USER] Je croyais qu'il fallait le signaler ici , c'est pour ça que je vous ai fait un tweet, vous ne pouvez pas le faire remonter si je vous donne le numéro de commande ?",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1270155.0,"[USER] No, it still say it will be delivered tomorrow",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
985157.0,"[USER] I recd wrong &amp; defective item last yr, made return request within 3days, the courier person never arrived. CC dragged me along, nw no reply.",,Delivery & Shipping,No,Standard refund request,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1606419.0,"[USER] pathetic services, really disappointed, ordered an LG smart TV, was delivered a damaged one &amp; now they r running frm onus, shame!",,Product Quality & Warranty,No,Standard product issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1292021.0,"Hey [USER], care to explain the region restriction for a Digital Code\1 [URL]",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
712031.0,[USER] Being here.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1203455.0,[USER] will never be making an order again with the amazon most fcuk all service ever,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1432310.0,[USER] est ce qu'il est possible de me faire livrer avant 20h quand même? car je ne devais pas rester à cette adresse demain,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1670286.0,[USER] [USER] wie komm ich nun an mein Paket von [USER] ?,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
470158.0,[USER] i already filed complain but your representatives just ignoring the act and assuring me that i get my money back in my AMAZON PAY but i cleary told them that i take money in my bank account as i dont want to purchase anything from you without my desire\1dont trap ur customers,[USER] Apologies for the experience you had with this order. Please report this to our support team here: [URL] We'll assist you further. ^JS,Account & Security,Yes,Security risk: account access requires verification,"Grounded in historical resolution, polite, concise.",Medium,1.0,Simulated human label based on taxonomy.
348226.0,[USER] Amazon mgmt team I hope so\1but I am losing my patience because of too late servicing. Thanks.,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2606149.0,[USER] Should I DM you the details?,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
141973.0,"[USER] Hi. My order (#303-2872524-2064335) mysteriously cancelled itself a few seconds after I placed it, and having just tried to reorder, the product is now twice as expensive. Can you please reinstate the original order or reduce the price so I can buy again? Thanks.",,Account & Security,Yes,Security risk: account access requires verification,"Grounded in historical resolution, polite, concise.",Medium,1.0,Simulated human label based on taxonomy.
2444087.0,"[USER] Do deliveries that are scheduled to arrive today with the Delay status ""Your parcel is still on the way, but it will arrive later\1"" will arrive today or will it be rescheduled? Only asking because it's now 4pm PST and hasn't changed to ""Out for Delivery""",,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
775760.0,#AmazonIndia I returned jeans on 3 Oct\1but till now I haven't received my cash back\1It's very disappointing\1 My bill no is 69956388250,,Delivery & Shipping,No,Standard refund request,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
543568.0,[USER] What correspondence have u sent\1 Ur executives are always asking for AUTHORIZED Courier Receipt. Where can I provide the same. I can provide the receipt which I received from the courier. Better contact Bluedart regarding the same,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
791021.0,"[USER] [USER] [USER] i have filled form lots of times, talked to numerous executives, is there anyone who works in your company.",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2813576.0,Amazonプライムでコント番組巡りするの楽しすぎて,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2761743.0,アマゾンが好きすぎて部屋がダンボールだらけになった。てへ,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1509304.0,[USER] Sounds encouraging. Will look forward to it.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1470340.0,"[USER] Another next day delivery arrived 2 days late , &amp; 3rd order from 30th Sept still hasn't arrived - just had a response saying it may be lost",,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
904656.0,[USER] why are unmarked vehicles delivering packages? Happening for the last few weeks,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2303914.0,Worst experience ever with [USER] logistics\1 I️ need a manager to get ahold of me ASAP. Spoken with 7 people all say different things.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
834415.0,[USER] solicitó cancelación por la mala gestión y me devuelven menos dinero . Encima de las molestias salgo perdiendo,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1903446.0,[USER] I am unable to find the correct option. Can some one call me?,,Customer Service Access,No,Support access inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1546004.0,"[USER] Dear MJ,appreciated ur response.APSARHUSAIN was our employee but no more working with us.But still we get his mails on our official mail id.",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2870681.0,"[USER] My account has been hacked and charged multiple times and even with customer service coming in to reset the account, it continues to happen. Called to get it sorted for what seems like the hundredth time and she accused me of hacking it myself and hung up on me.",,Account & Security,Yes,Security risk: account access requires verification,"Grounded in historical resolution, polite, concise.",Medium,1.0,Simulated human label based on taxonomy.
286780.0,[USER] Your customer service number is also useless (2/2) ORDER # 171-7071960-4441959,,Delivery & Shipping,No,Standard status inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
379123.0,"[USER] No ""Correspondence"" received!",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
415730.0,[USER] How about allowing PRIME members to select carrier for shipping that way we can chose the carrier who has best service?,"[USER] If [USER] can't deliver packages, then don't use them. They will only deliver if they can place package in a mailbox [URL] [USER] I'm sorry the order wasn't left! If USPS isn't able to help, we can be reached 24/7 via phone: [URL] ^EP",Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1733875.0,[USER] Jesus fucking christ. Esta conversación la hemos tenido ya tres veces SÓLO POR ESTE CANAL. Viernes/Sábado\1,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2205099.0,"[USER] Can I request that you never ship a package using [USER] ? Seriously, they are ruining Amazon for me and apparently tons of other people. Halloween orders, still missing (doesn't do me any good now). My wife's birthday present is late (says delivered).",,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2303911.0,[USER] [USER] why is your customer service so terrible now? Spent hours on chat got nowhere.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2887941.0,"Screw you, [USER] [USER] when someone pays expediting shopping for something, due in a holiday, you should deliver it THEN.",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1719117.0,[USER] Done,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1824850.0,Could you give me an update on one of my orders? The tracking details haven't been updated since Sunday. [USER] [USER],,Delivery & Shipping,No,Standard status inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
428972.0,[USER] ich verstehe das so\1 bei Problemen twitter ich\1 ihr kommt vorbei und sucht mein Paket,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1603774.0,"[USER] bjr, colis amz logistics no C10039388193 qui ne se livre pas depuis 2j, demain je pars en Argentine, je fais comment ?",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2467944.0,"[USER] hi, if I wrote an ebook to put on Amazon, then will I get some money from out of it and How does it happen?",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1104597.0,[USER] Sorted,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2398280.0,何故かガンダム00全話見てもうた、Amazonプライム・ビデオ最高や,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
110005.0,[USER] Se lo he explicado por MD,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1201184.0,"[USER] No, del Nov 16-dec5. Wouldnt have bought if known frm china due 2 extra long shipping time. Didnt find out til after charge &amp; marked shipped",,Payment & Billing,No,Standard billing inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2825583.0,"[USER] [USER]: Hey! Was wondering if you can cut down on sending big boxes (packaging) for small items. As a regular customer of Amazon India, everytime I order something there comes a huge box. Effective packaging with innovative ways will help save lot of paper/plastic.",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
975020.0,"[USER] I ordered 5 items with one day shipping, set to arrive today, but they never shipped. can I get a refund for shipping costs?",,Delivery & Shipping,No,Standard refund request,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2793029.0,"[USER] No, no me sale la opción. Lo último que me salió fue esto anoche. Pero nunca nadie toco 🤷🏻‍♂️ o algo. Ni me contactaron al numero que deje, ni nada. [URL]",,Customer Service Access,No,Support access inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
983312.0,hi [USER] pls share ur cc no. U hav delivered an empty boxes &amp; hav to log a complaint. 1800 300 09 009 this no. is not valid,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2392725.0,[USER] please can you help me? I placed an order on 26.10.17 but it hasn't arrived and now it is past the date I needed it for. I can't cancel the order from my account.,,Account & Security,Yes,Security risk: account access requires verification,"Grounded in historical resolution, polite, concise.",Medium,1.0,Simulated human label based on taxonomy.
159523.0,[USER] I signed up for a year of audible but don't seem to have my coupon for the echo. How do we fix this?,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
215216.0,[USER] hey I have moved from 🇮🇳 to 🇬🇧 but my amazon video app still shows Indian library? I have changed my Amazon acc [URL],,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2877057.0,Why [USER] why ? [URL],,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2084540.0,[USER] Yeah I always receive my order because i have to guide them step.by step. Please.add an option to share my location on map so your delivery person can locate it easily saving everyone's time and cost.,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
497354.0,"Bonsoir [USER] et [USER], trouvez-vous normal que je n'ai toujours pas recu chez mes parents mon livre qui devait m'etre livré le 27/11 puis ce jour le 1er Decembre ? C'est un livre à plus de 200€, j'aime donc moyennement le fait de le voir s'être perdu\1 😤😠",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1892163.0,"[USER] All I can say on my 1st order is lousy service. Will never use this site for any purchases again. After paying for next day delivery, November 8, 2017 , still no delivery of item as of November 14.",,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2956966.0,"[USER] What exactly do you want me to do? That just takes me to your ""questions?"" Page… I don't have a question. It is a reoccurring complaint. [URL]",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1036508.0,I ordered this shirt for $20 on [USER] and this is what I got\1 [URL],,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2884837.0,[USER] is this acceptable packaging? All this cardboard for just this item. #waste #ridiculouspackaging [URL],,Payment & Billing,No,Standard billing inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1710504.0,[USER] Have filled the form. Please investigate and resolve asap.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
1618338.0,I ordered Krishna dress for my nephew for fancy dress competition scheduled on14/11/17 but exp. delivery on 16/11/17. HELP. [USER],,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
224199.0,[USER] how do I return something? Ordered wrong size 😅,,Delivery & Shipping,No,Standard refund request,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
894763.0,[USER] supposed to have a delivery coming today (WWE 2K18 Deluxe) and it hasn’t arrived yet what time do amazon shipping deliver to,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2381832.0,[USER] Why was I hung up on during a customer service call because I declined to accept your Representative's offer of $20 dollar credit. Is this a new customer retention tactic? #disrespected #amazonprimemember #dissapointed,,Customer Service Access,No,Support access inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2287084.0,[USER] No and No. Amazon said they would look into it and get back to me.,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2666902.0,"[USER] someone is spamming my kindle email addresses with random weight-loss images. Are you trying to tell me something, or is there a way I can stop this?",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2462162.0,Amazonで商品買ったものの説明書通りやっても電源は一向に入らない😩😭 何が原因なのかも分からない 俺の中で不良品説濃厚🤔 勝手に不良品と決めつけるのは良くないけどね,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
711089.0,"[USER] I will try the chat but, it shouldn’t be this difficult to get information",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2540284.0,"Amazon delivery man waited 7 seconds before driving away. SMS says they'll redeliver today. Card thru door tells me to pick it up. Another SMS tells me delivery by 8pm last night (never came). Delivery co.s are the achilles heel of online shopping,",,Payment & Billing,No,Standard billing inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
285609.0,[USER] What is your SLA to resolve any issue ?,,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
577793.0,"Es wird immer besser: [USER] bittet den eigenen Transportdienstleister Amazon Logistics die Sendung zurückzuschicken, die ich am 30.11. hätte erhalten sollen. Dazu kann der Lieferant also angewiesen werden, eine Zustellung kann aber nicht veranlasst werden. Absurd. [URL]",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2499151.0,"Quel bordel les cartes cadeaux [USER] Une carte défectueuse et la réponse est ""on en peut rien faire"". On me dit même que la carte en question a été utilisée. YOLO !",,Delivery & Shipping,No,General delivery inquiry,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
2522330.0,I've had two [USER] shipping mishaps in a matter of days. This is ridiculous.,,Delivery & Shipping,No,Standard delivery issue,"Grounded in historical resolution, polite, concise.",Low,1.0,Simulated human label based on taxonomy.
